District,Block,Panchayat
Chhotaudepur,CHHOTA UDAIPUR,Simalfalia
Chhotaudepur,CHHOTA UDAIPUR,Singala
Chhotaudepur,CHHOTA UDAIPUR,Surkheda
Chhotaudepur,CHHOTA UDAIPUR,Tejghadh
Chhotaudepur,CHHOTA UDAIPUR,Vasedi
Chhotaudepur,CHHOTA UDAIPUR,Virpur
Chhotaudepur,CHHOTA UDAIPUR,Zer
Chhotaudepur,CHHOTA UDAIPUR,Zoz
Chhotaudepur,JETPUR PAVI,AMBAZATI
Chhotaudepur,JETPUR PAVI,ANIYADRI
Chhotaudepur,JETPUR PAVI,BAR
Chhotaudepur,JETPUR PAVI,BARAVAD
Chhotaudepur,JETPUR PAVI,Bhanpuri
Chhotaudepur,JETPUR PAVI,BHENSAVAHI
Chhotaudepur,JETPUR PAVI,BHINDOL
Chhotaudepur,JETPUR PAVI,BORDHA
Chhotaudepur,JETPUR PAVI,BORKANDA
Chhotaudepur,JETPUR PAVI,CHUDEL
Chhotaudepur,JETPUR PAVI,CHULI
Chhotaudepur,JETPUR PAVI,DHANPUR
Chhotaudepur,JETPUR PAVI,DUNGARVANT
Chhotaudepur,JETPUR PAVI,DUTANVAD
Chhotaudepur,JETPUR PAVI,GATH
Chhotaudepur,JETPUR PAVI,HARAKHPUR
Chhotaudepur,JETPUR PAVI,HIRPARI
Chhotaudepur,JETPUR PAVI,INTVADA
Chhotaudepur,JETPUR PAVI,JAMBA
Chhotaudepur,JETPUR PAVI,JETPUR
Chhotaudepur,JETPUR PAVI,KADVAL
Chhotaudepur,JETPUR PAVI,KALARANI
Chhotaudepur,JETPUR PAVI,KANDA
Chhotaudepur,JETPUR PAVI,KARAJVANT
Chhotaudepur,JETPUR PAVI,KARALI
Chhotaudepur,JETPUR PAVI,KARSHAN
Chhotaudepur,JETPUR PAVI,KHATASH
Chhotaudepur,JETPUR PAVI,Kohivav
Chhotaudepur,JETPUR PAVI,KOLIYARI
Chhotaudepur,JETPUR PAVI,KOSUM
Chhotaudepur,JETPUR PAVI,KUKANA
Chhotaudepur,JETPUR PAVI,KUNDAL
Chhotaudepur,JETPUR PAVI,LIMBANI
Chhotaudepur,JETPUR PAVI,LOTHAN
Chhotaudepur,JETPUR PAVI,MAJIGAM
Chhotaudepur,JETPUR PAVI,MORADUNGARI
Chhotaudepur,JETPUR PAVI,MOTI BANDI
Chhotaudepur,JETPUR PAVI,MOTIAMROL
Chhotaudepur,JETPUR PAVI,MOTIBEJ
Chhotaudepur,JETPUR PAVI,MOTIRASALI
Chhotaudepur,JETPUR PAVI,MUVADA
Chhotaudepur,JETPUR PAVI,Nani Bej
Chhotaudepur,JETPUR PAVI,NANIRASALI
Chhotaudepur,JETPUR PAVI,PANI
Chhotaudepur,JETPUR PAVI,PANIBAR
Chhotaudepur,JETPUR PAVI,PAVI
Chhotaudepur,JETPUR PAVI,RAJPUR (BHI)
Chhotaudepur,JETPUR PAVI,Raypur
Chhotaudepur,JETPUR PAVI,SAJAVA
Chhotaudepur,JETPUR PAVI,SALOJ
Chhotaudepur,JETPUR PAVI,SATHALI
Chhotaudepur,JETPUR PAVI,SATUN
Chhotaudepur,JETPUR PAVI,SHITHOL
Chhotaudepur,JETPUR PAVI,SIHOD
Chhotaudepur,JETPUR PAVI,SUSKAL
Chhotaudepur,JETPUR PAVI,Tamboliya
Chhotaudepur,JETPUR PAVI,THALAKI
Chhotaudepur,JETPUR PAVI,UMARAVA
Chhotaudepur,JETPUR PAVI,VAVADI
Chhotaudepur,KAWANT,Ambadungar
Chhotaudepur,KAWANT,Athadungari
Chhotaudepur,KAWANT,Baidiya
Chhotaudepur,KAWANT,Bhumasvada
Chhotaudepur,KAWANT,Chodvani
Chhotaudepur,KAWANT,Dungargam
Chhotaudepur,KAWANT,Gungaliya
Chhotaudepur,KAWANT,Hanfeshwar
Chhotaudepur,KAWANT,Hathikhan
Chhotaudepur,KAWANT,Jamba
Chhotaudepur,KAWANT,Jamli (M)
Chhotaudepur,KAWANT,Kadipani
Chhotaudepur,KAWANT,Kakanpur
Chhotaudepur,KAWANT,Kanalva
Chhotaudepur,KAWANT,Karajvant
Chhotaudepur,KAWANT,Kavant
Chhotaudepur,KAWANT,Keidavant
Chhotaudepur,KAWANT,Kerka
Chhotaudepur,KAWANT,Kharamda
Chhotaudepur,KAWANT,Khatiyavant
Chhotaudepur,KAWANT,Kotbi
Chhotaudepur,KAWANT,Lalpur
Chhotaudepur,KAWANT,Manavant
Chhotaudepur,KAWANT,Manka (k)
Chhotaudepur,KAWANT,Mankodi
Chhotaudepur,KAWANT,Mogra
Chhotaudepur,KAWANT,Motaghoda
Chhotaudepur,KAWANT,Motavanta
Chhotaudepur,KAWANT,Moti Chikhli
Chhotaudepur,KAWANT,Moti Sakar
Chhotaudepur,KAWANT,Motikadhai
Chhotaudepur,KAWANT,Nakhal
Chhotaudepur,KAWANT,Nalvant
Chhotaudepur,KAWANT,Narukot
Chhotaudepur,KAWANT,Navalaja
Chhotaudepur,KAWANT,Padvani
Chhotaudepur,KAWANT,Panvad
Chhotaudepur,KAWANT,Pipaladi
Chhotaudepur,KAWANT,Pipalda
Chhotaudepur,KAWANT,Raipur
Chhotaudepur,KAWANT,Raisingpura (k)
Chhotaudepur,KAWANT,Rendi
Chhotaudepur,KAWANT,Roadgha
Chhotaudepur,KAWANT,Rumadiya
Chhotaudepur,KAWANT,Saidivasana
Chhotaudepur,KAWANT,Samalvant
Chhotaudepur,KAWANT,Siglda
Chhotaudepur,KAWANT,Sihada
Chhotaudepur,KAWANT,Singalkuva
Chhotaudepur,KAWANT,sonvad
Chhotaudepur,KAWANT,Tava
Chhotaudepur,KAWANT,Thadgam
Chhotaudepur,KAWANT,Usela
Chhotaudepur,KAWANT,Vajepur
Chhotaudepur,NASVADI,AKONA
Chhotaudepur,NASVADI,AMBADA
Chhotaudepur,NASVADI,AMROLI
Chhotaudepur,NASVADI,ANADPURI
Chhotaudepur,NASVADI,BAGALIYA
Chhotaudepur,NASVADI,BARALI
Chhotaudepur,NASVADI,BHAKHA
Chhotaudepur,NASVADI,BHILBORIYAD
Chhotaudepur,NASVADI,CHAMETHA
Chhotaudepur,NASVADI,CHHAKTARUMARAVA
Chhotaudepur,NASVADI,CHHALVANTA
Chhotaudepur,NASVADI,DANI
Chhotaudepur,NASVADI,DHAMSIYA
Chhotaudepur,NASVADI,Dharsimel
Chhotaudepur,NASVADI,GATASA
Chhotaudepur,NASVADI,GOYAVANT
Chhotaudepur,NASVADI,HARIPURA (N)
Chhotaudepur,NASVADI,HARIPURA (V)
Chhotaudepur,NASVADI,JAMALI
Chhotaudepur,NASVADI,JASKI
Chhotaudepur,NASVADI,JEMALGADH
Chhotaudepur,NASVADI,JITNAGAR
Chhotaudepur,NASVADI,JITPURA
Chhotaudepur,NASVADI,KADIDOLI
Chhotaudepur,NASVADI,KADULIMAHUDI
Chhotaudepur,NASVADI,KANDAVA
Chhotaudepur,NASVADI,KANDHA
Chhotaudepur,NASVADI,KATKUVA
Chhotaudepur,NASVADI,KELNIYA
Chhotaudepur,NASVADI,KEVADI
Chhotaudepur,NASVADI,KHAPARIYA
Chhotaudepur,NASVADI,KHAREDA
Chhotaudepur,NASVADI,KOLAMBA
Chhotaudepur,NASVADI,KOLIBORIYAD
Chhotaudepur,NASVADI,KUKARDA
Chhotaudepur,NASVADI,LALAKOI
Chhotaudepur,NASVADI,LINDA
Chhotaudepur,NASVADI,MODHALA
Chhotaudepur,NASVADI,NASWADI
Chhotaudepur,NASVADI,NAVGAM
Chhotaudepur,NASVADI,PALA
Chhotaudepur,NASVADI,PALASANI
Chhotaudepur,NASVADI,PANKHADA (KHI)
Chhotaudepur,NASVADI,PAYAKOI
Chhotaudepur,NASVADI,POCHAMBA
Chhotaudepur,NASVADI,RAMPURI
Chhotaudepur,NASVADI,RATANPURA(N)
Chhotaudepur,NASVADI,RAYPUR
Chhotaudepur,NASVADI,SANKAD (T)
Chhotaudepur,NASVADI,SANKAL (P)
Chhotaudepur,NASVADI,SARIPANI
Chhotaudepur,NASVADI,SENGPUR
Chhotaudepur,NASVADI,SINDHIKUVA (N)
Chhotaudepur,NASVADI,SINDIKUVA (RO)
Chhotaudepur,NASVADI,SODHALIYA
Chhotaudepur,NASVADI,TAROL
Chhotaudepur,NASVADI,VAGHACH
Chhotaudepur,NASVADI,VANKALA
Chhotaudepur,NASVADI,ZARKHALI
Chhotaudepur,NASVADI,ZER
Chhotaudepur,SANKHEDA,AKAKHEDA
Chhotaudepur,SANKHEDA,AMBAPURA
Chhotaudepur,SANKHEDA,ANADPURA
Chhotaudepur,SANKHEDA,ARITHA
Chhotaudepur,SANKHEDA,BAHADAPUR
Chhotaudepur,SANKHEDA,BHATPUR
Chhotaudepur,SANKHEDA,BHULVAN
Chhotaudepur,SANKHEDA,BORTALAV
Chhotaudepur,SANKHEDA,DEROLI
Chhotaudepur,SANKHEDA,DHODA(BO)
Chhotaudepur,SANKHEDA,DHODI
Chhotaudepur,SANKHEDA,FATEPUR
Chhotaudepur,SANKHEDA,GARDA
Chhotaudepur,SANKHEDA,GOLAGAMADI
Chhotaudepur,SANKHEDA,GUNDER
Chhotaudepur,SANKHEDA,GUNDICHA
Chhotaudepur,SANKHEDA,HANDOD
Chhotaudepur,SANKHEDA,HARISWAR
Chhotaudepur,SANKHEDA,INDRAL
Chhotaudepur,SANKHEDA,KANAKUVA
Chhotaudepur,SANKHEDA,KANDIVAL
Chhotaudepur,SANKHEDA,KANTESWAR
Chhotaudepur,SANKHEDA,KASHIPURA
Chhotaudepur,SANKHEDA,KASUMBIYA
Chhotaudepur,SANKHEDA,KATHOLI
Chhotaudepur,SANKHEDA,KAVITHA
Chhotaudepur,SANKHEDA,KHUNVAD
Chhotaudepur,SANKHEDA,LACHHARASH
Chhotaudepur,SANKHEDA,LOTIYA
Chhotaudepur,SANKHEDA,MALPUR
Chhotaudepur,SANKHEDA,MALU
Chhotaudepur,SANKHEDA,MANJAROL
Chhotaudepur,SANKHEDA,NANDPUR
Chhotaudepur,SANKHEDA,PADVAN
Chhotaudepur,SANKHEDA,PARVTA
Chhotaudepur,SANKHEDA,PIPALSAT
Chhotaudepur,SANKHEDA,RAMPURA
Chhotaudepur,SANKHEDA,RATANPUR( K)
Chhotaudepur,SANKHEDA,SANKHEDA
Chhotaudepur,SANKHEDA,SARANGPUR
Chhotaudepur,SANKHEDA,SARSINDA(CHO)
Chhotaudepur,SANKHEDA,SARSINDA(K)
Chhotaudepur,SANKHEDA,SONGIR
Chhotaudepur,SANKHEDA,TIMBA
Chhotaudepur,SANKHEDA,Vadadli
Chhotaudepur,SANKHEDA,VADELI
Chhotaudepur,SANKHEDA,VADHETHA
Chhotaudepur,SANKHEDA,VASAN (SE)
Chhotaudepur,SANKHEDA,VASANA
DANG,AHWA,Ahwa
DANG,AHWA,Baripada
DANG,AHWA,Bhapkhal
DANG,AHWA,Bhavandagad
DANG,AHWA,Bhisya
DANG,AHWA,Borkhal
DANG,AHWA,Chankhal
DANG,AHWA,Chaukia
DANG,AHWA,Chikatia
DANG,AHWA,Chikhali
DANG,AHWA,Chinchali
DANG,AHWA,Dhavalidod
DANG,AHWA,Divantembrun
DANG,AHWA,Don
DANG,AHWA,Gadad
DANG,AHWA,Gadhvihir
DANG,AHWA,Galkund
DANG,AHWA,Ghadhavi
DANG,AHWA,Ghoghali
DANG,AHWA,Gondalvihir
DANG,AHWA,Gotiyamal
DANG,AHWA,Hanvantchond
DANG,AHWA,Harpada
DANG,AHWA,Jakhana
DANG,AHWA,Kadmal
DANG,AHWA,Kamad
DANG,AHWA,Lahancharya
DANG,AHWA,Linga
DANG,AHWA,Mahalpada
DANG,AHWA,Maleganv
DANG,AHWA,Morzira
DANG,AHWA,Nandanpeda
DANG,AHWA,Pimpari
DANG,AHWA,Pipalpada
DANG,AHWA,Shamgahan
DANG,AHWA,Sonuniya
DANG,AHWA,Takalipada
DANG,AHWA,Umarpada
DANG,AHWA,Vangan
DANG,AHWA,Vasurna
DANG,SUBIR,Bardipada
DANG,SUBIR,Behdun
DANG,SUBIR,Bijurpada
DANG,SUBIR,Chinchavihir
DANG,SUBIR,Daher
DANG,SUBIR,Ganvadahad
DANG,SUBIR,Garkhadi
DANG,SUBIR,Gawhan
DANG,SUBIR,Girmal
DANG,SUBIR,Hanvantpada
DANG,SUBIR,Jhari
DANG,SUBIR,Junner
DANG,SUBIR,Kadama
DANG,SUBIR,Kakashala
DANG,SUBIR,Kasadbari
DANG,SUBIR,Keshabandh
DANG,SUBIR,Khambhala
DANG,SUBIR,Kirli
DANG,SUBIR,Lavachali
DANG,SUBIR,Mahal
DANG,SUBIR,Malga
DANG,SUBIR,Nakatiyahanvant
DANG,SUBIR,Pipalaidevi
DANG,SUBIR,Pipaldahad
DANG,SUBIR,Sajupada
DANG,SUBIR,Shepuamba
DANG,SUBIR,Shingana
DANG,SUBIR,Subir
DANG,SUBIR,Vahutiya
DANG,WAGHAI,Ambapada
DANG,WAGHAI,Baj
DANG,WAGHAI,Barkhadhiya
DANG,WAGHAI,Bhadarpada
DANG,WAGHAI,Bhalkhet
DANG,WAGHAI,Bhendmal
DANG,WAGHAI,Bhensakatari
DANG,WAGHAI,Chikar
DANG,WAGHAI,Chinchinagavtha
DANG,WAGHAI,Chinchond
DANG,WAGHAI,Dagadiamba
DANG,WAGHAI,Dagadpada
DANG,WAGHAI,Daguniya
DANG,WAGHAI,Dokpatal
DANG,WAGHAI,Dunarada
DANG,WAGHAI,Godadia
DANG,WAGHAI,Jhavada
DANG,WAGHAI,Kakarda
DANG,WAGHAI,Kalibel
DANG,WAGHAI,Khatal
DANG,WAGHAI,Kosimda
DANG,WAGHAI,Machhali
DANG,WAGHAI,Manmodi
DANG,WAGHAI,Nadakchond
DANG,WAGHAI,Nanapada
DANG,WAGHAI,Rambhas
DANG,WAGHAI,Sakarpatal
DANG,WAGHAI,Sarvar
DANG,WAGHAI,Shivarimal
DANG,WAGHAI,Tekpada
DANG,WAGHAI,Waghai
DOHAD,Dahod,Agawada
DOHAD,Dahod,Bandibar
DOHAD,Dahod,Bavka
DOHAD,Dahod,Bhambhori
DOHAD,Dahod,Bhathiwada
DOHAD,Dahod,Bhutodi
DOHAD,Dahod,Bordi Inami
DOHAD,Dahod,Bordi Khurd
DOHAD,Dahod,Borkheda
DOHAD,Dahod,Borwani
DOHAD,Dahod,Brahmkheda
DOHAD,Dahod,Chandawada
DOHAD,Dahod,Chandwana
DOHAD,Dahod,Chhapari
DOHAD,Dahod,Chosala
DOHAD,Dahod,Dasla
DOHAD,Dahod,Delsar
DOHAD,Dahod,Dhamarda
DOHAD,Dahod,Doki
DOHAD,Dahod,Dungarpur
DOHAD,Dahod,Gadoi
DOHAD,Dahod,Galaliyawad
DOHAD,Dahod,Gamla
DOHAD,Dahod,Gundi Kheda
DOHAD,Dahod,Himala
DOHAD,Dahod,Himala Gadhwadi
DOHAD,Dahod,Itawa
DOHAD,Dahod,Jalat
DOHAD,Dahod,Jekot
DOHAD,Dahod,Junapani
DOHAD,Dahod,Kali Talai
DOHAD,Dahod,Kathla
DOHAD,Dahod,Katwara
DOHAD,Dahod,Khajuri
DOHAD,Dahod,Khangela
DOHAD,Dahod,Khapariya
DOHAD,Dahod,Kharedi
DOHAD,Dahod,Kharod
DOHAD,Dahod,Kharoda
DOHAD,Dahod,Kheng
DOHAD,Dahod,Kotda Khurd
DOHAD,Dahod,Lilar
DOHAD,Dahod,Limdabara
DOHAD,Dahod,Mandavav
DOHAD,Dahod,Moti Kharaj
DOHAD,Dahod,Moti Lachheli
DOHAD,Dahod,Motisarsi
DOHAD,Dahod,Muwalia
DOHAD,Dahod,Naghrala
DOHAD,Dahod,Nani Kharaj
DOHAD,Dahod,Nani Lachheli
DOHAD,Dahod,Nasirpur
DOHAD,Dahod,Navagam
DOHAD,Dahod,Nimnalia
DOHAD,Dahod,Punsri
DOHAD,Dahod,Rabdal
DOHAD,Dahod,Rachharda
DOHAD,Dahod,Rajpur
DOHAD,Dahod,Raliyati
DOHAD,Dahod,Ranapur Khurd
DOHAD,Dahod,RATIGAR (SIMALIYA KHURD)
DOHAD,Dahod,Ravali Kheda
DOHAD,Dahod,Rentiya
DOHAD,Dahod,Rozam
DOHAD,Dahod,Sakarda
DOHAD,Dahod,Salapada
DOHAD,Dahod,Simaliya Khurd
DOHAD,Dahod,Tanachhiya
DOHAD,Dahod,Tanda
DOHAD,Dahod,Tarvadia Himat
DOHAD,Dahod,Tarvadiya Bhau
DOHAD,Dahod,Tarvadiya Vaja
DOHAD,Dahod,Timarda
DOHAD,Dahod,Uchavaniya
DOHAD,Dahod,Ukardi
DOHAD,Dahod,Usarvan (Part)
DOHAD,Dahod,Vanbhori
DOHAD,Dahod,Vandariya
DOHAD,Dahod,Vankiya
DOHAD,Dahod,Varvada
DOHAD,Dahod,Vijagadh
DOHAD,Dahod,Zari Khurd
DOHAD,Devgad Bariya,Abhlod
DOHAD,Devgad Bariya,Amlipani Chhotra
DOHAD,Devgad Bariya,Ankali
DOHAD,Devgad Bariya,Antela
DOHAD,Devgad Bariya,Asayadi
DOHAD,Devgad Bariya,Baina
DOHAD,Devgad Bariya,Bamroli
DOHAD,Devgad Bariya,Bara
DOHAD,Devgad Bariya,Bhathwada
DOHAD,Devgad Bariya,Bhular
DOHAD,Devgad Bariya,Bhulvan
DOHAD,Devgad Bariya,Bhut Pagalan
DOHAD,Devgad Bariya,Bhuval
DOHAD,Devgad Bariya,Chenpur
DOHAD,Devgad Bariya,Chhasiya (Sadadiya)
DOHAD,Devgad Bariya,Dabhva (Sagtala)
DOHAD,Devgad Bariya,Dangariya
DOHAD,Devgad Bariya,Degavada
DOHAD,Devgad Bariya,Dudhiya
DOHAD,Devgad Bariya,Fangiya
DOHAD,Devgad Bariya,Fulpura
DOHAD,Devgad Bariya,FULPURA (SEVANIYA)
DOHAD,Devgad Bariya,Gamdi
DOHAD,Devgad Bariya,Guna
DOHAD,Devgad Bariya,Guna Muvadi
DOHAD,Devgad Bariya,Hindoliya
DOHAD,Devgad Bariya,Jambusar
DOHAD,Devgad Bariya,Jamran
DOHAD,Devgad Bariya,Jhab (Sagtala)
DOHAD,Devgad Bariya,Juna Bariya
DOHAD,Devgad Bariya,Juni Bedi
DOHAD,Devgad Bariya,Kakalpur
DOHAD,Devgad Bariya,Kali Dungari
DOHAD,Devgad Bariya,Kaliya Kota
DOHAD,Devgad Bariya,Karanmama Ni Nani Khajuri
DOHAD,Devgad Bariya,Kasatiya
DOHAD,Devgad Bariya,Keliya
DOHAD,Devgad Bariya,Kelkuva
DOHAD,Devgad Bariya,Kelkuva Ek
DOHAD,Devgad Bariya,Khandaniya
DOHAD,Devgad Bariya,Kolina Punvala
DOHAD,Devgad Bariya,Koyda
DOHAD,Devgad Bariya,Kuva
DOHAD,Devgad Bariya,Kuwa (Bodi Dungari)
DOHAD,Devgad Bariya,Lavariya
DOHAD,Devgad Bariya,Madav
DOHAD,Devgad Bariya,Megha Muvadi
DOHAD,Devgad Bariya,Mendra
DOHAD,Devgad Bariya,Moti Khajuri
DOHAD,Devgad Bariya,Moti Khajuri (South)
DOHAD,Devgad Bariya,Moti Magoi
DOHAD,Devgad Bariya,Moti Zari
DOHAD,Devgad Bariya,Muvada
DOHAD,Devgad Bariya,Nadatod
DOHAD,Devgad Bariya,Nagvav
DOHAD,Devgad Bariya,Nana Keliya
DOHAD,Devgad Bariya,Nani Khajuri
DOHAD,Devgad Bariya,Nani Magoi
DOHAD,Devgad Bariya,Nani Zari
DOHAD,Devgad Bariya,Navi Bedi
DOHAD,Devgad Bariya,Panchela
DOHAD,Devgad Bariya,PANCHIYASAL KUND (SEVANIYA)
DOHAD,Devgad Bariya,Pani Vasan
DOHAD,Devgad Bariya,Piplod
DOHAD,Devgad Bariya,Rama
DOHAD,Devgad Bariya,Rampura Devi
DOHAD,Devgad Bariya,Ranipura (Ratadiya)
DOHAD,Devgad Bariya,Ratadiya
DOHAD,Devgad Bariya,Rathwa Muvada
DOHAD,Devgad Bariya,Rebari
DOHAD,Devgad Bariya,Redhana
DOHAD,Devgad Bariya,RUPAREL (SEVANIYA)
DOHAD,Devgad Bariya,Ruvabari
DOHAD,Devgad Bariya,SADRA (SEVANIYA)
DOHAD,Devgad Bariya,Sagarama
DOHAD,Devgad Bariya,Sagtala
DOHAD,Devgad Bariya,Saliya
DOHAD,Devgad Bariya,Satkunda
DOHAD,Devgad Bariya,Sevaniya
DOHAD,Devgad Bariya,Simlaghasi
DOHAD,Devgad Bariya,Singedi
DOHAD,Devgad Bariya,Singor
DOHAD,Devgad Bariya,Tidki
DOHAD,Devgad Bariya,Timarva
DOHAD,Devgad Bariya,Toyani
DOHAD,Devgad Bariya,Uchvan
DOHAD,Devgad Bariya,Udhavala
DOHAD,Devgad Bariya,Vadbhet
DOHAD,Devgad Bariya,Vadodar
DOHAD,Devgad Bariya,Vandar
DOHAD,Devgad Bariya,Vav
DOHAD,Devgad Bariya,Virol
DOHAD,Devgad Bariya,Zabiya
DOHAD,Devgad Bariya,ZAPATIYA (SEVANIYA)
DOHAD,Dhanpur,Aamli Menour
DOHAD,Dhanpur,Agasvani
DOHAD,Dhanpur,Ambakach
DOHAD,Dhanpur,Andarpura
DOHAD,Dhanpur,Bedat
DOHAD,Dhanpur,Bhanpur (Kakadkhila)
DOHAD,Dhanpur,Bhindol
DOHAD,Dhanpur,Bhorva
DOHAD,Dhanpur,Bhuvera
DOHAD,Dhanpur,Biliya
DOHAD,Dhanpur,Bogadva
DOHAD,Dhanpur,Budhpur
DOHAD,Dhanpur,Dabhava
DOHAD,Dhanpur,Dhanar Patiya
DOHAD,Dhanpur,Dhanpur (To)
DOHAD,Dhanpur,Dudhamali
DOHAD,Dhanpur,Dumka
DOHAD,Dhanpur,Dungarpur (To)
DOHAD,Dhanpur,Gadvel
DOHAD,Dhanpur,Gangardi Faliya
DOHAD,Dhanpur,Ghada
DOHAD,Dhanpur,Ghodajar
DOHAD,Dhanpur,Gohil Vagha
DOHAD,Dhanpur,Gumli (To)
DOHAD,Dhanpur,Kakad Khila
DOHAD,Dhanpur,Kalakhunt
DOHAD,Dhanpur,Kaliyavad
DOHAD,Dhanpur,Kanjar
DOHAD,Dhanpur,Kanjeta
DOHAD,Dhanpur,Kantu
DOHAD,Dhanpur,Khajuri
DOHAD,Dhanpur,Khalta Garabdi
DOHAD,Dhanpur,Khokhbed
DOHAD,Dhanpur,Khokhra
DOHAD,Dhanpur,Kotambi
DOHAD,Dhanpur,Kothariya
DOHAD,Dhanpur,Kundawada
DOHAD,Dhanpur,Lakhana Gojiya
DOHAD,Dhanpur,Liliya Aamba
DOHAD,Dhanpur,Limdi Medhari
DOHAD,Dhanpur,Lukhadiya
DOHAD,Dhanpur,Mahunala
DOHAD,Dhanpur,Mandav
DOHAD,Dhanpur,Mandor
DOHAD,Dhanpur,Modhva
DOHAD,Dhanpur,Moti Malu
DOHAD,Dhanpur,Nakti
DOHAD,Dhanpur,Nalu
DOHAD,Dhanpur,Nani Malu
DOHAD,Dhanpur,Navanagar
DOHAD,Dhanpur,Panam
DOHAD,Dhanpur,Pav
DOHAD,Dhanpur,Pipariya (To)
DOHAD,Dhanpur,Pipearo
DOHAD,Dhanpur,Pipodra
DOHAD,Dhanpur,Punakota
DOHAD,Dhanpur,Rachhava
DOHAD,Dhanpur,Rampur
DOHAD,Dhanpur,Sajoi
DOHAD,Dhanpur,Simamoi
DOHAD,Dhanpur,Taramkach
DOHAD,Dhanpur,Tokarva
DOHAD,Dhanpur,Umariya
DOHAD,Dhanpur,Undar
DOHAD,Dhanpur,Vakasiya
DOHAD,Dhanpur,Vakota
DOHAD,Dhanpur,Vasiya Dungari
DOHAD,Dhanpur,Ved
DOHAD,Dhanpur,Zabu
DOHAD,Fatepura,Aamlikheda(Faliya)
DOHAD,Fatepura,Aspur
DOHAD,Fatepura,Balaiya
DOHAD,Fatepura,Bariya Margala
DOHAD,Fatepura,Barsaleda
DOHAD,Fatepura,Bhichor
DOHAD,Fatepura,Bhojela
DOHAD,Fatepura,Bilval
DOHAD,Fatepura,Chandli
DOHAD,Fatepura,Chhalor
DOHAD,Fatepura,Chikhali
DOHAD,Fatepura,Dablara
DOHAD,Fatepura,Dhadhela
DOHAD,Fatepura,Dungar
DOHAD,Fatepura,Dungra
DOHAD,Fatepura,Eta
DOHAD,Fatepura,Fategadhi
DOHAD,Fatepura,Fatepura Alias Valunda
DOHAD,Fatepura,Gadra
DOHAD,Fatepura,Gava Dungra
DOHAD,Fatepura,Ghani Khunt
DOHAD,Fatepura,Ghughas
DOHAD,Fatepura,Hadmat
DOHAD,Fatepura,Hafwa
DOHAD,Fatepura,Hindoliya
DOHAD,Fatepura,Hingla
DOHAD,Fatepura,Jagola
DOHAD,Fatepura,JALAI
DOHAD,Fatepura,Javesi
DOHAD,Fatepura,KALIYA
DOHAD,Fatepura,KALIYA-VALUNDA
DOHAD,Fatepura,Kanthagar
DOHAD,Fatepura,Karodiya (Fatepura)
DOHAD,Fatepura,Khakhariya
DOHAD,Fatepura,Khatarpura Na Muvada
DOHAD,Fatepura,KHUNTA (GHUGHAS)
DOHAD,Fatepura,Koiduban
DOHAD,Fatepura,Kundla
DOHAD,Fatepura,Lakhanpur
DOHAD,Fatepura,Limadiya
DOHAD,Fatepura,Madhva
DOHAD,Fatepura,Makvana Varuna
DOHAD,Fatepura,Margala
DOHAD,Fatepura,Mota Natava
DOHAD,Fatepura,Moti Charoli
DOHAD,Fatepura,Moti Dhadheli
DOHAD,Fatepura,Moti Nandukan
DOHAD,Fatepura,Motirel (East)
DOHAD,Fatepura,Nalva
DOHAD,Fatepura,Nana Borida
DOHAD,Fatepura,NANA SALRA
DOHAD,Fatepura,Nana Saranaiya
DOHAD,Fatepura,Nani Charoli
DOHAD,Fatepura,Nani Dhadheli
DOHAD,Fatepura,NANIRAIL(EAST)
DOHAD,Fatepura,Nava Talav
DOHAD,Fatepura,Navagam
DOHAD,Fatepura,Nindka (East)
DOHAD,Fatepura,Pachor
DOHAD,Fatepura,Padaliya
DOHAD,Fatepura,PATADIYA
DOHAD,Fatepura,Pati
DOHAD,Fatepura,Patisara
DOHAD,Fatepura,Patvel
DOHAD,Fatepura,Piplara
DOHAD,Fatepura,Pipliya
DOHAD,Fatepura,Ratanpur (Nes)
DOHAD,Fatepura,Raval Na Varuna
DOHAD,Fatepura,Rupakheda
DOHAD,Fatepura,Sagdapada
DOHAD,Fatepura,SAKAVADA
DOHAD,Fatepura,Salara
DOHAD,Fatepura,Saliyata
DOHAD,Fatepura,Sarsawa (East)
DOHAD,Fatepura,Sukhsar
DOHAD,Fatepura,Vadvas
DOHAD,Fatepura,Valundi
DOHAD,Fatepura,Vandariya (East)
DOHAD,Fatepura,Vangad
DOHAD,Fatepura,Vankaner
DOHAD,Fatepura,Vansiya Kui
DOHAD,Fatepura,Vavdi Purva
DOHAD,Fatepura,Zer
DOHAD,Garbada,Abhlod
DOHAD,Garbada,Ambli
DOHAD,Garbada,Bharsada
DOHAD,Garbada,Bhe
DOHAD,Garbada,BHILOI (GARBADA)
DOHAD,Garbada,BHILWA (GARBADA)
DOHAD,Garbada,Bhutardi
DOHAD,Garbada,Boriyala
DOHAD,Garbada,Chandla
DOHAD,Garbada,Chharchhoda
DOHAD,Garbada,Dadur
DOHAD,Garbada,Devdha
DOHAD,Garbada,Gangarda
DOHAD,Garbada,Gangardi
DOHAD,Garbada,Garbada
DOHAD,Garbada,Gulbar
DOHAD,Garbada,GUNGARDI (GARBADA)
DOHAD,Garbada,Jambua
DOHAD,Garbada,Jesawada
DOHAD,Garbada,KHARWA (GARBADA)
DOHAD,Garbada,Kheda Faliyu
